genre_id,genre_name,movie_id
d8982135-8ef0-47df-b7bf-4144932e7f4d,Action,1296504
d9b54990-ead5-47b2-b5b4-dfed050f5067,Horror,1481331
d9fd07e1-0a6b-4de1-9c7c-c7658d632b6b,Thriller,1448560
dd0eae20-6ef9-4d6a-929d-15eb836fb915,Animation,1218925
dd42ba41-97a7-440d-b672-6936b8333587,Thriller,1469354
dd8f3a33-1fcc-413a-869f-6b2ade02a24b,Action,1061474
df41f78e-8f99-400b-98e7-c7f49cee0349,Fantasy,1246049
e49bdc3c-8bc0-4ddd-8c6f-681e28519ba0,Adventure,1116465
e8db1f0e-9ecf-4415-84ef-54d76ed23f4e,Action,1242898
eaf8eba8-0cdd-4623-9a0a-3a82f91a1c3b,Adventure,269149
ec0684cf-fc8f-4b35-abc9-22ac0b2ef22e,Horror,203101
ec978c19-c233-4e95-8e18-1734629baa4a,Comedy,203101
ecca8fc6-a31a-43b9-ab1a-4da8c908be13,Adventure,83533
ed8319dc-1df3-4eae-8c0b-a85920202cf3,Action,1448560
f31e7c35-b954-470c-add3-d97c1194f3e9,Science Fiction,533533
f5385ee2-a5bb-4dfe-b03f-4d042175b591,Action,1363123
f65b0850-4f0c-4beb-b69a-c6027e6bc483,Animation,269149
f81f7ec2-88a2-40a1-aae9-298d28be6233,Action,1218925
f8bd91ec-1636-43ec-a741-d6149102320e,Action,617126
fc0271cc-979b-4a82-9960-18f6daf22826,Action,1244531
fc893b6c-a0fb-40d2-ac3e-6536b337ccc1,Horror,1197137
fd6df645-b92c-4877-8490-c09838ea8761,Drama,1522377
fdb4bef7-7aec-4f05-b4a4-23462c5c1627,Fantasy,1180831
fde807be-493f-463d-b0dc-b18a8890b790,Action,1208561
fdee09fc-0a9b-4b0c-a6de-f64cc7dc6f2e,Adventure,24428
ff5e2ba4-ed5c-4ad8-ac47-c9d7e3d4653f,Action,1054867
